EDR143832,LaC,I,Herculaneum,Ercolano (Napoli),"Ercolano (Napoli), Insula V.35, Casa del Gran Portale","Ercolano (Napoli), Insula V.35, Casa del Gran Portale",aedificium,tectorium,litt. scariph.,,cetera,,0,0,1,79,2.3,4,0,,tit. integer,archaeologia,,,0
EDR143833,LaC,I,Herculaneum,Ercolano (Napoli),"Ercolano (Napoli), Insula V.35, Casa del Gran Portale","Ercolano (Napoli), Insula V.35, Casa del Gran Portale",aedificium,tectorium,litt. scariph.,,cetera,,0,0,1,79,2.5,1.6,0,,tit. integer,archaeologia,,,0
EDR144659,LaC,I,Herculaneum,Ercolano (Napoli),"Ercolano (Napoli), Insula V.35, Casa del Gran Portale",Periit,aedificium,tectorium,litt. scariph.,,cetera,,0,0,1,79,0,0,0,,tit. integer,archaeologia,,,0
EDR144356,LaC,I,Herculaneum,Ercolano (Napoli),"Ercolano (Napoli), Insula VI.8, Forum Baths","Ercolano (Napoli), Insula VI.8, Forum Baths",aedificium,tectorium,litt. scariph.,,cetera,,0,0,1,79,21,61.2,0,"3,7-9,0",tit. mutilus,archaeologia,,,0
EDR140145,LaC,I,Herculaneum,Ercolano (Napoli),"Ercolano (Napoli), Insula VI.8, Terme Centrali (Terme Femminili)","Ercolano (Napoli), Insula VI.8, Terme Centrali (Terme Femminili)",aedificium,tectorium,litt. scariph.,graeca,cetera,,0,0,1,79,2,2,0,"2,0",tit. fragmentum,archaeologia,,,0
EDR145935,LaC,I,Herculaneum,Ercolano (Napoli),"Ercolano (Napoli), Insula VI.8, Thermae",periit ,aedificium,tectorium,litt. scariph.,,cetera,,0,0,1,79,0,0,0,,tit. integer,archaeologia,,,0
EDR143636,LaC,I,Herculaenum,Ercolano (Napoli),"Ercolano (Napoli), Suburban Baths","Ercolano (Napoli), Suburban Baths",aedificium,tectorium,litt. scariph.,,cetera,,0,0,1,79,25,0,0,,tit. integer,archaeologia,,,0
EDR145030,LaC,I,Herculaneum,Ercolano (Napoli),"Ercolano, Insula V.1, Casa Sannitica","Ercolano, Insula V.1, Casa Sannitica",aedificium,tectorium,litt. scariph.,,,,0,0,1,79,40,26.5,0,,tit. integer,archaeologia,,,0
EDR127187,LaC,I,Pompeii,Pompei (Napoli),Pompei (Napoli) Campus ad Amphitheatrum (II.7) col XXIX,periit,columna,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,1,79,1.2,6.2,0,"0,6-1,2",tit. integer,archaeologia,NULL,NULL,NULL
EDR151066,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella b",Periit?,aedificium,tectorium,litt. scariph.,latina,cetera,,0,0,50,79,0,0,0,0,tit. integer,archaeologia,,,0
EDR151059,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella c","Pompei (Napoli) VII.12.18-20, Lupanare, cella c",aedificium,tectorium,litt. scariph.,latina,cetera,,0,0,50,79,40,22,0,12-Aug,tit. integer,archaeologia,,,0
EDR151060,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella c","Pompei (Napoli) VII.12.18-20, Lupanare, cella c",aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,0,0,0,0,tit. integer,archaeologia,,,0
EDR151062,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella c",Periit?,aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,0,0,0,0,tit. integer,archaeologia,,,0
EDR151063,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella c","Pompei (Napoli) VII.12.18-20, Lupanare, cella c",aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,21,65.4,0,"2,7-21,3",tit. mutilus,archaeologia,,,0
EDR151061,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella c",Periit?,aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,3.3,7.8,0,"0,9-3,3",tit. integer,archaeologia,,,0
EDR151051,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella d ",Periit?,aedificium,tectorium,litt. scariph.,latina,cetera,,0,0,50,79,7.2,54.6,0,"1,2-7,2",tit. integer,archaeologia,,,0
EDR151052,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella d ","Pompei (Napoli) VII.12.18-20, Lupanare, cella d ",aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,9,53,0,8-Feb,tit. mutilus,archaeologia,,,0
EDR151053,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella d ",Periit?,aedificium,tectorium,litt. scariph.,latina,cetera,,0,0,50,79,0.5,2,0,"0,2-0,5",tit. integer,archaeologia,,,0
EDR150376,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella d ","Pompei (Napoli) VII.12.18-20, Lupanare, cella d ",aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,8.4,31.5,0,"1,4-4,9",tit. integer,archaeologia,,,0
EDR150494,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella d ",Periit?,aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,6.3,46.2,0,"2,1-6,3",tit. integer,archaeologia,,,0
EDR150499,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella d ","Pompei (Napoli) VII.12.18-20, Lupanare, cella d ",aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,0,0,0,0,tit. integer,archaeologia,,,0
EDR150507,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella d ",Periit?,aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,46,64,0,24-Jun,tit. integer,archaeologia,,,0
EDR151037,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella d ",Periit?,aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,31.5,31.5,0,"4,5-9,9",tit. integer,archaeologia,,,0
EDR151039,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella d ",Periit?,aedificium,tectorium,litt. scariph.,graeca,cetera,ignoratur,0,0,50,79,3.2,32,0,"3,2",tit. integer,archaeologia,,,0
EDR151041,LaC,I,Pompeii,Pompei (Napoli),"Pompei (Napoli) VII.12.18-20, Lupanare, cella d ",Periit?,aedificium,tectorium,litt. scariph.,latina,cetera,ignoratur,0,0,50,79,5,38,0,5-Feb,tit. integer,archaeologia,,,0
