"EDR151816","LaC","I","Herculaneum","Ercolano (Napoli)","Ercolano (Napoli), Insula III.14, Casa a Graticcio","Ercolano (Napoli), Insula III.14, Casa a Graticcio","aedificium","tectorium","carbone","latina","cetera",,"0","0","1","79","4.00","25.00","0.00",,"tit. integer","archaeologia",,,"0"
"EDR151822","LaC","I","Herculaneum","Ercolano (Napoli)","Ercolano (Napoli), Insula III.14, Casa a Graticcio","Periit?","aedificium","tectorium","litt. scariph.","latina","cetera","mil.","0","0","1","79","0.00","0.00","0.00",,"tit. mutilus","archaeologia",,,"0"
"EDR148652","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio VIII.3.21","Periit?","aedificium","tectorium","litt. scariph.","latina","cetera","mil.","0","0","1","79","16.40","33.80","0.00","0,6 - 9,2","tit. integer","archaeologia",,,"0"
"EDR081355","LaC","I","Pompeii","Pompei (Napoli)",,,,,,,,,"0","0",NULL,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL
"EDR124968","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","3.50","9.00","0.00","1,3-3,5","tit. integer","archaeologia",NULL,NULL,NULL
"EDR124971","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","5.00","49.00","0.00",,"tit. integer","archaeologia",NULL,NULL,NULL
"EDR124993","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","periit","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","0.00","0.00","0.00",,,"archaeologia",NULL,NULL,NULL
"EDR124994","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","1.50","7.00","0.00","0,9-1,5",,"archaeologia",NULL,NULL,NULL
"EDR124995","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","1.00","13.00","0.00","1","tit. integer","archaeologia",NULL,NULL,NULL
"EDR124996","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","1.00","10.00","0.00","1","tit. mutilus","archaeologia",NULL,NULL,NULL
"EDR124998","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","periit","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","0.00","11.50","0.00",,"tit. integer","archaeologia",NULL,NULL,NULL
"EDR124999","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","periit","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","0.00","15.00","0.00",,"tit. integer","archaeologia",NULL,NULL,NULL
"EDR125000","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","periit","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","0.00","26.00","0.00",,,"archaeologia",NULL,NULL,NULL
"EDR124967","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","periit","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","0.00","0.00",,"tit. integer","archaeologia",NULL,NULL,NULL
"EDR124969","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","38.00","55.00","0.00",,"tit. integer","archaeologia",NULL,NULL,NULL
"EDR124970","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","12.00","10.50","0.00","3,5-4","tit. integer","archaeologia",NULL,NULL,NULL
"EDR124972","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.",,"cetera",,"0","0","1","79","7.50","7.50","0.00",,"tit. integer","archaeologia",,,"0"
"EDR124973","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.",,"cetera",,"0","0","1","79","10.50","10.50","0.00",,"tit. integer","archaeologia",,,"0"
"EDR124974","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili ","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili ","aedificium","tectorium","litt. scariph.",,"cetera",,"0","0","1","79","10.00","10.00","0.00",,,"archaeologia",,,"0"
"EDR124975","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","32.50","0.00",,"tit. integer?","archaeologia",NULL,NULL,NULL
"EDR124976","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.7, Casa dei Quattro Stili ","Pompei (Napoli), Regio I.8.7, Casa dei Quattro Stili ","aedificium","tectorium","litt. scariph.",,"cetera","cet.","0","0","1","79","6.50","9.00","0.00",,"tit. integer","archaeologia",,,"0"
"EDR124977","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.",,"cetera",,"0","0","1","79","6.50","10.50","0.00",,,"archaeologia",NULL,NULL,NULL
"EDR124978","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.",,"cetera",,"0","0","1","79","7.00","11.00","0.00",,,"archaeologia",NULL,NULL,NULL
"EDR124981","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","2.50","7.50","0.00","2-2,5","tit. integer","archaeologia",NULL,NULL,NULL
"EDR124982","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","2.00","8.00","0.00","2","tit. integer","archaeologia",NULL,NULL,NULL
"EDR124983","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.60","7.50","0.00","0,6","tit. integer","archaeologia",NULL,NULL,NULL
"EDR124984","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","1.00","15.00","0.00","1","tit. integer","archaeologia",NULL,NULL,NULL
"EDR124987","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","3.50","5.00","0.00","1,5-3,5","tit. integer","archaeologia",NULL,NULL,NULL
"EDR124989","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","periit","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","0.00","0.00",,"tit. mutilus","archaeologia",NULL,NULL,NULL
"EDR124991","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","periit","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","0.00","0.00",,"tit. integer","archaeologia",NULL,NULL,NULL
"EDR124992","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","Pompei (Napoli), Casa dei Quattro Stili (I.8.17)","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","4.00","10.70","0.00","0,8-4","tit. integer","archaeologia",NULL,NULL,NULL
"EDR125002","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.7, Casa dei Quattro Stili ","periit","aedificium","tectorium","litt. scariph.",,"cetera",,"0","0","1","79","12.00","0.00","0.00",,,"archaeologia",,,"0"
"EDR125529","LaC","I","Ager Pompeianus","Boscotrecase (Napoli)","Boscotrecase (Napoli), Villa rustica in fundo Santini","Pompei (Napoli), in deposito, inv. n. 17005","aedificium","tectorium","litt. scariph.","latina","cetera","imp.","0","0","1","79","0.00","0.00","0.00",,"tit. integer","archaeologia",,"pentametricus","1"
"EDR125532","LaC","I","Ager Pompeianus","Boscotrecase (Napoli)","Boscotrecase (Napoli), Villa rustica in fundo Santini","Pompei (Napoli), in deposito, inv. n. 20519","aedificium","tectorium","litt. scariph.","latina","cetera","ignoratur","0","0","1","79","0.00","4.00","0.00",,"tit. integer","archaeologia",,,"0"
"EDR127147","LaC","I","Pompeii ","Pompei (Napoli) ","Pompei (Napoli), Campus ad amphitheatrum (II.7) col. LXX","Pompei (Napoli), Campus ad amphitheatrum (II.7) col. LXX","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","5.30","0.00","0,7-2,0 ","tit. integer?","archaeologia",NULL,NULL,NULL
"EDR127157","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad Amphitheatrum (II,7). col. XXIV","Pompei (Napoli), Campus ad Amphitheatrum (II,7). col. XXIV","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","20.00","0.00","10","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127158","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad Amphitheatrum (II,7). col. XXVI","Pompei (Napoli), Campus ad Amphitheatrum (II,7). col. XXVI","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","0.00","0.00",,"tit. integer","archaeologia",NULL,NULL,NULL
"EDR127191","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7).","Pompei (Napoli), Campus ad amphitheatrum (II.7).","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","0","0","0.00","0.00","0.00",,"tit. integer","archaeologia",NULL,NULL,NULL
"EDR127188","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. XXI","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. XXI","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","0.00","0.00","0.00",,"tit. fragmentum","archaeologia",NULL,NULL,NULL
"EDR127080","LaC","I","Pompeii","Pompei (Napoli)","Pompeii (Napoli), Campus ad amphitheatrum (II.7), col. VI","Pompeii (Napoli), Campus ad amphitheatrum (II.7), col. VI","columna","tectorium","litt. scariph.","latina","cetera","offic. priv.","0","0","1","79","0.00","5.00","0.00","0,3-1,6","tit. integer","archaeologia",,,"0"
"EDR127160","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad Amphitheatrum (II,7). col. XXIX","Pompei (Napoli), Campus ad Amphitheatrum (II,7). col. XXIX","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","5.70","0.00","0,7-2,8","tit. integer?","archaeologia",NULL,NULL,NULL
"EDR127424","LaC","I","Pompeii ","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXII","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXII","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","0.00","0.00","0","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127140","LaC","I","Pompeii ","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXI","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXI","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","4.50","0.00","0,4-0,5","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127234","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXI","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXI","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","63.00","0.00","0.00","3-6","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127299","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad Amphitheatrum (II,7). col. XXVII","Pompei (Napoli), Campus ad Amphitheatrum (II,7). col. XXVII","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","13.00","0.00","7,00","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127403","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. XIV","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. XIV","columna","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","0.00","0.00","0.00",,"tit. integer?","archaeologia",NULL,NULL,NULL
"EDR127406","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. XVI","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. XVI","columna","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","0.00","11.50","0.00","3,7-5,3","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127428","LaC","I","Pompeii ","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXII","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXII","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","5.00","0.00","0,9-2,7","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127081","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7). col. XVIII","Pompei (Napoli), Campus ad amphitheatrum (II.7). col. XVIII","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","5.40","0.00","0,4-3,8",,"archaeologia",NULL,NULL,NULL
"EDR127145","LaC","I","Pompeii ","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXII","periit","columna","tectorium","litt. scariph.","latina","cetera","ignoratur","0","0","1","79","0.00","7.80","0.00","0,8-2,4","tit. integer","archaeologia",,,"0"
"EDR127396","LaC","I","Pompeii","Pompei (Napoli) ","Pompei (Napoli), Campus ad Amphitheatrum (II.7), col. LXVII ","periit","columna","tectorium","litt. scariph.","latina","cetera","ignoratur","0","0","1","79","0.00","4.00","0.00","0,3-0,9","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127801","LaC","I","Pompeii ","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXIII","periit","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","2.30","0.00","0,4-1,4","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127835","LaC","I","Pompeii","Pompei (Napoli) ","Pompei (Napoli), Campus ad Amphitheatrum (II.7), col. LXV","periit","columna","tectorium","litt. scariph.","latina","cetera","ignoratur","0","0","1","79","3.80","0.00","0.00","1,3-1,9 ","tit. integer?","archaeologia",NULL,NULL,NULL
"EDR127843","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad Amphitheatrum (II.7), col. XXIX","ignoratur","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","0.00","0.00",,"tit. integer?","archaeologia",NULL,NULL,NULL
"EDR127154","LaC","I","Pompeii ","Pompei (Napoli) ","Pompei (Napoli), Campus ad Amphitheatrum (II.7), col. LXVI","periit","columna","tectorium","litt. scariph.","latina","cetera","ignoratur","0","0","1","79","0.00","5.00","0.00","4,0-1,5 ","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127414","LaC","I","Pompeii ","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXII","periit","columna","tectorium","litt. scariph.","latina","cetera","ord. mun.","0","0","1","79","0.00","5.50","0.00","0,3-0,9","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127575","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad Amphitheatrum (II.7), col. LXXVI","Pompei (Napoli), Campus ad Amphitheatrum (II.7), col. LXXVI","columna","tectorium","litt. scariph.","latina","cetera","ignoratur","0","0","1","79","0.00","22.00","0.00","5,0","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127151","LaC","I","Pompeii ","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXII","periit","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","1.50","0.00","1","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127212","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. I","periit?","columna","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","5.50","0.00","0,5-1,5","tit. integer","archaeologia",NULL,NULL,NULL
"EDR127242","LaC","I","Pompeii ","Pompei (Napoli)","Pompei (Napoli), Campus ad amphitheatrum (II.7), col. LXII","periit","columna","tectorium","litt. scariph.","latina","cetera","ignoratur","0","0","1","79","0.00","5.80","0.00","0,5-3,0","tit. integer","archaeologia",NULL,NULL,NULL
