Herculaneum,InsulaOrientalisII,19,,Upper Aula ,(leave blank),Public ,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Catalano (in discussione of Scherillo) proposes list of owners of houses and shops,,,,,,,,,,,,
,,,,,,,,,,,,
Herculaneum,WithinWalls,,,Theater,Teatro,Public building,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/Teatro/F28-04_Teatro/F28-04_Teatro.html,,,
Herculaneum,WithinWalls,,,Water Tower,Castellum Aquae,Public building,,,,,,
Herculaneum,WithinWalls,,,Sewer Access,Accesso alla Fogna/Clivus ad Cloacam,Public building,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Sistema_fognario/HTML5_panos/F09-05_sewer/F09-05_sewer.html,,,
Herculaneum,WithinWalls,,,Decumanus Maximus,Decumano Massimo,Public building,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Decumano_Massimo/HTML5_panos/2016/Dec-Max-no-10/Dec-Max-no-10-6k-sRGB.html,,,
,,,,,,,,,,,,
Herculaneum,OutsideWalls,,,Ramp,Rampa,Public building,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F21-04_ramp/F21-04_ramp.html,,,
Herculaneum,OutsideWalls,,,Suburban Baths,Terme Suburbane,Public building,,,"http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F20-05_calidarium/F20-05_calidarium.html

http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F20-01_vestibule/F20-01_vestibule.html

http://donovanimages.co.nz/proxima-veritati/Herculaneum/media/2001_HTML5_panos/F20-06_pool/F20-06_pool.html",http://www.pompeiisites.org/Sezione.jsp?titolo=Le+terme+suburbane+%28terrazza+meridionale%2C+3%29&idSezione=197,,
Herculaneum,OutsideWalls,,,Sacred Area,Area Sacra,Sacred Space,,,http://donovanimages.co.nz/proxima-veritati/Herculaneum/Area_Sacra_Ara_Balbo/HTML5_panos/F02-03_Sacra/F02-03_Sacra.html,http://www.pompeiisites.org/Sezione.jsp?titolo=L%27area+sacra+%28Terrazza+meridionale%2C+1%29&idSezione=201,,
